,number,value,datetime_start,datetime_complete,duration,params_agg_modes,params_allow_zero_in_degree,params_alphas,params_atom_featurizer,params_attn_drops,params_batch_size,params_bond_featurizer,params_dropout,params_edge_hidden_feats,params_feat_drops,params_graph_feat_size,params_hidden_feats,params_learning_rate,params_model_name,params_node_out_feats,params_num_heads,params_num_layers,params_optimizer,params_predictor_dropout,params_predictor_out_feats,params_residuals,params_rt_scaler,params_self_loop,params_share_weights,params_total_epochs,state
210,210,,2023-06-23 12:00:10.875492,2023-06-23 12:00:41.102856,0 days 00:00:30.227364,,,,attentive_featurizer,,362.0,attentive_featurizer,,181.0,,,,0.0021819726558852536,MPNN,148.0,,,AdamW,,,,robust,False,,167.0,FAIL
211,211,,2023-06-23 12:00:50.558526,2023-06-23 12:01:20.474773,0 days 00:00:29.916247,,,,attentive_featurizer,,390.0,attentive_featurizer,,182.0,,,,0.0020824826065126284,MPNN,136.0,,,AdamW,,,,robust,False,,163.0,FAIL
212,212,,2023-06-23 12:01:32.041309,2023-06-23 12:02:02.209702,0 days 00:00:30.168393,,,,attentive_featurizer,,404.0,attentive_featurizer,,182.0,,,,0.0021745946947338145,MPNN,143.0,,,AdamW,,,,robust,False,,160.0,FAIL
213,213,,2023-06-23 12:02:11.498738,2023-06-23 12:02:41.296948,0 days 00:00:29.798210,,,,attentive_featurizer,,364.0,attentive_featurizer,,173.0,,,,0.0017165426968483348,MPNN,133.0,,,AdamW,,,,robust,False,,167.0,FAIL
214,214,,2023-06-23 12:02:50.487240,2023-06-23 12:03:20.494913,0 days 00:00:30.007673,,,,attentive_featurizer,,377.0,attentive_featurizer,,186.0,,,,0.0024124278210946593,MPNN,136.0,,,AdamW,,,,robust,False,,154.0,FAIL
215,215,,2023-06-23 12:03:31.681222,2023-06-23 12:04:01.545672,0 days 00:00:29.864450,,,,attentive_featurizer,,372.0,attentive_featurizer,,184.0,,,,0.001951110839159114,MPNN,134.0,,,AdamW,,,,robust,False,,159.0,FAIL
216,216,,2023-06-23 12:04:12.747297,2023-06-23 12:04:42.593189,0 days 00:00:29.845892,,,,attentive_featurizer,,374.0,attentive_featurizer,,186.0,,,,0.0025565412679985963,MPNN,131.0,,,AdamW,,,,robust,False,,159.0,FAIL
217,217,,2023-06-23 12:04:54.175462,2023-06-23 12:05:24.134960,0 days 00:00:29.959498,,,,attentive_featurizer,,389.0,attentive_featurizer,,190.0,,,,0.0022639537167780783,MPNN,138.0,,,AdamW,,,,robust,False,,157.0,FAIL
218,218,,2023-06-23 12:05:35.654027,2023-06-23 12:06:05.521308,0 days 00:00:29.867281,,,,attentive_featurizer,,386.0,attentive_featurizer,,184.0,,,,0.0020084792403960053,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
219,219,,2023-06-23 12:06:17.050610,2023-06-23 12:06:47.158080,0 days 00:00:30.107470,,,,attentive_featurizer,,384.0,attentive_featurizer,,180.0,,,,0.0027687690711884912,MPNN,129.0,,,AdamW,,,,robust,False,,162.0,FAIL
220,220,,2023-06-23 12:06:58.638461,2023-06-23 12:07:28.091223,0 days 00:00:29.452762,,,,attentive_featurizer,,379.0,attentive_featurizer,,181.0,,,,0.0022654031936165876,MPNN,141.0,,,AdamW,,,,robust,False,,164.0,FAIL
221,221,,2023-06-23 12:07:39.273228,2023-06-23 12:08:08.901160,0 days 00:00:29.627932,,,,attentive_featurizer,,377.0,attentive_featurizer,,178.0,,,,0.001772071033621058,MPNN,134.0,,,AdamW,,,,robust,False,,163.0,FAIL
222,222,,2023-06-23 12:08:20.019701,2023-06-23 12:08:49.868052,0 days 00:00:29.848351,,,,attentive_featurizer,,382.0,attentive_featurizer,,183.0,,,,0.0024903020044510153,MPNN,136.0,,,AdamW,,,,robust,False,,150.0,FAIL
223,223,,2023-06-23 12:09:01.035898,2023-06-23 12:09:30.851457,0 days 00:00:29.815559,,,,attentive_featurizer,,381.0,attentive_featurizer,,178.0,,,,0.002116414008085771,MPNN,136.0,,,AdamW,,,,robust,False,,160.0,FAIL
224,224,,2023-06-23 12:09:42.149357,2023-06-23 12:10:12.189249,0 days 00:00:30.039892,,,,attentive_featurizer,,378.0,attentive_featurizer,,184.0,,,,0.0016113194194775692,MPNN,137.0,,,AdamW,,,,robust,False,,157.0,FAIL
225,225,,2023-06-23 12:10:23.753529,2023-06-23 12:10:53.440852,0 days 00:00:29.687323,,,,attentive_featurizer,,392.0,attentive_featurizer,,174.0,,,,0.0019346117300745298,MPNN,131.0,,,AdamW,,,,robust,False,,160.0,FAIL
226,226,,2023-06-23 12:11:04.634141,2023-06-23 12:11:34.455674,0 days 00:00:29.821533,,,,attentive_featurizer,,361.0,attentive_featurizer,,183.0,,,,0.002632369425403352,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
227,227,,2023-06-23 12:11:43.811290,2023-06-23 12:12:13.473150,0 days 00:00:29.661860,,,,attentive_featurizer,,376.0,attentive_featurizer,,184.0,,,,0.0018844714081273288,MPNN,131.0,,,AdamW,,,,robust,False,,157.0,FAIL
228,228,,2023-06-23 12:12:24.651990,2023-06-23 12:12:54.499617,0 days 00:00:29.847627,,,,attentive_featurizer,,371.0,attentive_featurizer,,182.0,,,,0.001931009453206849,MPNN,134.0,,,AdamW,,,,robust,False,,162.0,FAIL
229,229,,2023-06-23 12:13:05.735993,2023-06-23 12:13:35.481446,0 days 00:00:29.745453,,,,attentive_featurizer,,389.0,attentive_featurizer,,180.0,,,,0.0019134939759214021,MPNN,139.0,,,AdamW,,,,robust,False,,153.0,FAIL
230,230,,2023-06-23 12:13:46.615481,2023-06-23 12:14:16.572244,0 days 00:00:29.956763,,,,attentive_featurizer,,386.0,attentive_featurizer,,183.0,,,,0.0020733342579303225,MPNN,143.0,,,AdamW,,,,robust,False,,161.0,FAIL
231,231,,2023-06-23 12:14:28.078629,2023-06-23 12:14:57.691154,0 days 00:00:29.612525,,,,attentive_featurizer,,368.0,attentive_featurizer,,167.0,,,,0.001954102508175122,MPNN,135.0,,,AdamW,,,,robust,False,,153.0,FAIL
232,232,,2023-06-23 12:15:06.846145,2023-06-23 12:15:36.692332,0 days 00:00:29.846187,,,,attentive_featurizer,,365.0,attentive_featurizer,,183.0,,,,0.0022544341152935564,MPNN,134.0,,,AdamW,,,,robust,False,,163.0,FAIL
233,233,,2023-06-23 12:15:45.813763,2023-06-23 12:16:15.183081,0 days 00:00:29.369318,,,,attentive_featurizer,,369.0,attentive_featurizer,,184.0,,,,0.002255753378666949,MPNN,132.0,,,AdamW,,,,robust,False,,166.0,FAIL
234,234,,2023-06-23 12:16:26.323708,2023-06-23 12:16:55.915694,0 days 00:00:29.591986,,,,attentive_featurizer,,368.0,attentive_featurizer,,178.0,,,,0.0020466228090891187,MPNN,132.0,,,AdamW,,,,robust,False,,162.0,FAIL
235,235,,2023-06-23 12:17:05.133452,2023-06-23 12:17:35.399253,0 days 00:00:30.265801,,,,attentive_featurizer,,384.0,attentive_featurizer,,170.0,,,,0.0017639787332248183,MPNN,146.0,,,AdamW,,,,robust,False,,159.0,FAIL
236,236,,2023-06-23 12:17:46.765353,2023-06-23 12:18:16.655153,0 days 00:00:29.889800,,,,attentive_featurizer,,387.0,attentive_featurizer,,175.0,,,,0.0030654866392027585,MPNN,133.0,,,AdamW,,,,robust,False,,162.0,FAIL
237,237,,2023-06-23 12:18:28.202945,2023-06-23 12:18:57.983020,0 days 00:00:29.780075,,,,attentive_featurizer,,377.0,attentive_featurizer,,183.0,,,,0.0020305512089279516,MPNN,120.0,,,AdamW,,,,robust,False,,162.0,FAIL
238,238,,2023-06-23 12:19:09.129828,2023-06-23 12:19:38.946228,0 days 00:00:29.816400,,,,attentive_featurizer,,374.0,attentive_featurizer,,181.0,,,,0.002088969060235031,MPNN,131.0,,,AdamW,,,,robust,False,,160.0,FAIL
239,239,,2023-06-23 12:19:50.097376,2023-06-23 12:20:19.571504,0 days 00:00:29.474128,,,,attentive_featurizer,,382.0,attentive_featurizer,,180.0,,,,0.002599409203937694,MPNN,136.0,,,AdamW,,,,robust,False,,158.0,FAIL
240,240,,2023-06-23 12:20:30.774802,2023-06-23 12:21:00.252150,0 days 00:00:29.477348,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.0026873281090035715,MPNN,149.0,,,AdamW,,,,robust,False,,157.0,FAIL
241,241,,2023-06-23 12:21:11.812346,2023-06-23 12:21:41.395949,0 days 00:00:29.583603,,,,attentive_featurizer,,367.0,attentive_featurizer,,181.0,,,,0.002274561349038523,MPNN,128.0,,,AdamW,,,,robust,False,,157.0,FAIL
242,242,,2023-06-23 12:21:50.687118,2023-06-23 12:22:20.341276,0 days 00:00:29.654158,,,,attentive_featurizer,,373.0,attentive_featurizer,,177.0,,,,0.002354034461367036,MPNN,136.0,,,AdamW,,,,robust,False,,162.0,FAIL
243,243,,2023-06-23 12:22:29.528211,2023-06-23 12:22:59.448919,0 days 00:00:29.920708,,,,attentive_featurizer,,381.0,attentive_featurizer,,182.0,,,,0.0023627232137724517,MPNN,128.0,,,AdamW,,,,robust,False,,161.0,FAIL
244,244,,2023-06-23 12:23:10.572483,2023-06-23 12:23:40.837951,0 days 00:00:30.265468,,,,attentive_featurizer,,375.0,attentive_featurizer,,178.0,,,,0.0022099828149867115,MPNN,134.0,,,AdamW,,,,robust,False,,162.0,FAIL
245,245,,2023-06-23 12:23:52.051390,2023-06-23 12:24:22.000729,0 days 00:00:29.949339,,,,attentive_featurizer,,383.0,attentive_featurizer,,181.0,,,,0.0022061240024986374,MPNN,132.0,,,AdamW,,,,robust,False,,159.0,FAIL
246,246,,2023-06-23 12:24:33.238689,2023-06-23 12:25:03.236499,0 days 00:00:29.997810,,,,attentive_featurizer,,371.0,attentive_featurizer,,176.0,,,,0.0020300557350371477,MPNN,130.0,,,AdamW,,,,robust,False,,163.0,FAIL
247,247,,2023-06-23 12:25:14.464743,2023-06-23 12:25:44.114554,0 days 00:00:29.649811,,,,attentive_featurizer,,370.0,attentive_featurizer,,183.0,,,,0.0022738951271497154,MPNN,142.0,,,AdamW,,,,robust,False,,162.0,FAIL
248,248,,2023-06-23 12:25:53.309935,2023-06-23 12:26:23.562398,0 days 00:00:30.252463,,,,attentive_featurizer,,376.0,attentive_featurizer,,178.0,,,,0.002012949137228464,MPNN,136.0,,,AdamW,,,,robust,False,,151.0,FAIL
249,249,,2023-06-23 12:26:35.116890,2023-06-23 12:27:05.032209,0 days 00:00:29.915319,,,,attentive_featurizer,,384.0,attentive_featurizer,,171.0,,,,0.002528837877108735,MPNN,127.0,,,AdamW,,,,robust,False,,161.0,FAIL
250,250,,2023-06-23 12:27:16.604454,2023-06-23 12:27:46.465562,0 days 00:00:29.861108,,,,attentive_featurizer,,371.0,attentive_featurizer,,187.0,,,,0.0022333532755355523,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
251,251,,2023-06-23 12:27:58.011842,2023-06-23 12:28:27.691018,0 days 00:00:29.679176,,,,attentive_featurizer,,366.0,attentive_featurizer,,185.0,,,,0.001981253532938614,MPNN,141.0,,,AdamW,,,,robust,False,,158.0,FAIL
252,252,,2023-06-23 12:28:36.832367,2023-06-23 12:29:06.570771,0 days 00:00:29.738404,,,,attentive_featurizer,,375.0,attentive_featurizer,,194.0,,,,0.0019044312706348872,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
253,253,,2023-06-23 12:29:15.805409,2023-06-23 12:29:45.751054,0 days 00:00:29.945645,,,,attentive_featurizer,,349.0,attentive_featurizer,,179.0,,,,0.002449757657927443,MPNN,132.0,,,AdamW,,,,robust,False,,158.0,FAIL
254,254,,2023-06-23 12:29:54.893678,2023-06-23 12:30:24.530603,0 days 00:00:29.636925,,,,attentive_featurizer,,380.0,attentive_featurizer,,182.0,,,,0.001828699920026398,MPNN,125.0,,,AdamW,,,,robust,False,,162.0,FAIL
255,255,,2023-06-23 12:30:35.734659,2023-06-23 12:31:05.635500,0 days 00:00:29.900841,,,,attentive_featurizer,,376.0,attentive_featurizer,,183.0,,,,0.00227323573242728,MPNN,132.0,,,AdamW,,,,robust,False,,154.0,FAIL
256,256,,2023-06-23 12:31:16.866478,2023-06-23 12:31:46.864310,0 days 00:00:29.997832,,,,attentive_featurizer,,354.0,attentive_featurizer,,186.0,,,,0.002023461371779286,MPNN,128.0,,,AdamW,,,,robust,False,,159.0,FAIL
257,257,,2023-06-23 12:31:56.178606,2023-06-23 12:32:26.111284,0 days 00:00:29.932678,,,,attentive_featurizer,,354.0,attentive_featurizer,,178.0,,,,0.002605952033027887,MPNN,128.0,,,AdamW,,,,robust,False,,160.0,FAIL
258,258,,2023-06-23 12:32:35.307964,2023-06-23 12:33:05.014695,0 days 00:00:29.706731,,,,attentive_featurizer,,387.0,attentive_featurizer,,181.0,,,,0.001820594331965079,MPNN,138.0,,,AdamW,,,,robust,False,,166.0,FAIL
259,259,,2023-06-23 12:33:16.532912,2023-06-23 12:33:46.133372,0 days 00:00:29.600460,,,,attentive_featurizer,,376.0,attentive_featurizer,,184.0,,,,0.002195564344158915,MPNN,134.0,,,AdamW,,,,robust,False,,160.0,FAIL
260,260,,2023-06-23 12:33:57.332180,2023-06-23 12:34:26.932713,0 days 00:00:29.600533,,,,attentive_featurizer,,376.0,attentive_featurizer,,179.0,,,,0.002087159213905271,MPNN,130.0,,,AdamW,,,,robust,False,,158.0,FAIL
261,261,,2023-06-23 12:34:38.110932,2023-06-23 12:35:07.851166,0 days 00:00:29.740234,,,,attentive_featurizer,,381.0,attentive_featurizer,,179.0,,,,0.0020485036110722637,MPNN,124.0,,,AdamW,,,,robust,False,,166.0,FAIL
262,262,,2023-06-23 12:35:19.040895,2023-06-23 12:35:48.712119,0 days 00:00:29.671224,,,,attentive_featurizer,,389.0,attentive_featurizer,,181.0,,,,0.002031561899051132,MPNN,140.0,,,AdamW,,,,robust,False,,157.0,FAIL
263,263,,2023-06-23 12:35:59.948703,2023-06-23 12:36:29.527648,0 days 00:00:29.578945,,,,attentive_featurizer,,378.0,attentive_featurizer,,174.0,,,,0.002429944371910976,MPNN,139.0,,,AdamW,,,,robust,False,,155.0,FAIL
264,264,,2023-06-23 12:36:40.727377,2023-06-23 12:37:10.745234,0 days 00:00:30.017857,,,,attentive_featurizer,,382.0,attentive_featurizer,,181.0,,,,0.002475904267390752,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
265,265,,2023-06-23 12:37:22.370940,2023-06-23 12:37:52.024720,0 days 00:00:29.653780,,,,attentive_featurizer,,372.0,attentive_featurizer,,189.0,,,,0.0022500088960551406,MPNN,139.0,,,AdamW,,,,robust,False,,148.0,FAIL
266,266,,2023-06-23 12:38:01.338943,2023-06-23 12:38:31.224668,0 days 00:00:29.885725,,,,attentive_featurizer,,376.0,attentive_featurizer,,179.0,,,,0.002422893591863657,MPNN,133.0,,,AdamW,,,,robust,False,,155.0,FAIL
267,267,,2023-06-23 12:38:42.747941,2023-06-23 12:39:12.324520,0 days 00:00:29.576579,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.002174745827961882,MPNN,136.0,,,AdamW,,,,robust,False,,160.0,FAIL
268,268,,2023-06-23 12:39:23.946022,2023-06-23 12:39:53.842662,0 days 00:00:29.896640,,,,attentive_featurizer,,397.0,attentive_featurizer,,172.0,,,,0.0019502313150524455,MPNN,139.0,,,AdamW,,,,robust,False,,162.0,FAIL
269,269,,2023-06-23 12:40:05.095122,2023-06-23 12:40:34.834735,0 days 00:00:29.739613,,,,attentive_featurizer,,389.0,attentive_featurizer,,181.0,,,,0.0022142221426373347,MPNN,135.0,,,AdamW,,,,robust,False,,161.0,FAIL
270,270,,2023-06-23 12:40:46.078586,2023-06-23 12:41:15.977650,0 days 00:00:29.899064,,,,attentive_featurizer,,377.0,attentive_featurizer,,183.0,,,,0.0021070528629093697,MPNN,135.0,,,AdamW,,,,robust,False,,150.0,FAIL
271,271,,2023-06-23 12:41:27.152530,2023-06-23 12:41:56.964415,0 days 00:00:29.811885,,,,attentive_featurizer,,376.0,attentive_featurizer,,170.0,,,,0.0020151316123643457,MPNN,136.0,,,AdamW,,,,robust,False,,160.0,FAIL
272,272,,2023-06-23 12:42:08.081824,2023-06-23 12:42:37.427475,0 days 00:00:29.345651,,,,attentive_featurizer,,392.0,attentive_featurizer,,179.0,,,,0.0017400781544351577,MPNN,133.0,,,AdamW,,,,robust,False,,161.0,FAIL
273,273,,2023-06-23 12:42:48.569475,2023-06-23 12:43:18.330973,0 days 00:00:29.761498,,,,attentive_featurizer,,376.0,attentive_featurizer,,182.0,,,,0.002382784965844163,MPNN,123.0,,,AdamW,,,,robust,False,,160.0,FAIL
274,274,,2023-06-23 12:43:29.907298,2023-06-23 12:43:59.399662,0 days 00:00:29.492364,,,,attentive_featurizer,,373.0,attentive_featurizer,,176.0,,,,0.0024397097333271897,MPNN,134.0,,,AdamW,,,,robust,False,,158.0,FAIL
275,275,,2023-06-23 12:44:10.614559,2023-06-23 12:44:40.278485,0 days 00:00:29.663926,,,,attentive_featurizer,,376.0,attentive_featurizer,,188.0,,,,0.001948029705917474,MPNN,140.0,,,AdamW,,,,robust,False,,163.0,FAIL
276,276,,2023-06-23 12:44:51.539999,2023-06-23 12:45:21.469381,0 days 00:00:29.929382,,,,attentive_featurizer,,381.0,attentive_featurizer,,177.0,,,,0.0017840244239125925,MPNN,123.0,,,AdamW,,,,robust,False,,163.0,FAIL
277,277,,2023-06-23 12:45:32.817007,2023-06-23 12:46:02.544367,0 days 00:00:29.727360,,,,attentive_featurizer,,388.0,attentive_featurizer,,181.0,,,,0.0020345429461220907,MPNN,136.0,,,AdamW,,,,robust,False,,160.0,FAIL
278,278,,2023-06-23 12:46:13.704149,2023-06-23 12:46:43.234512,0 days 00:00:29.530363,,,,attentive_featurizer,,369.0,attentive_featurizer,,172.0,,,,0.00186873083358255,MPNN,140.0,,,AdamW,,,,robust,False,,164.0,FAIL
279,279,,2023-06-23 12:46:52.450264,2023-06-23 12:47:22.089277,0 days 00:00:29.639013,,,,attentive_featurizer,,384.0,attentive_featurizer,,181.0,,,,0.002098680971125404,MPNN,131.0,,,AdamW,,,,robust,False,,168.0,FAIL
280,280,,2023-06-23 12:47:33.282275,2023-06-23 12:48:02.655363,0 days 00:00:29.373088,,,,attentive_featurizer,,359.0,attentive_featurizer,,180.0,,,,0.0020478027457474434,MPNN,134.0,,,AdamW,,,,robust,False,,159.0,FAIL
281,281,,2023-06-23 12:48:11.992188,2023-06-23 12:48:41.448584,0 days 00:00:29.456396,,,,attentive_featurizer,,381.0,attentive_featurizer,,175.0,,,,0.00215485561041787,MPNN,149.0,,,AdamW,,,,robust,False,,157.0,FAIL
282,282,,2023-06-23 12:48:52.683704,2023-06-23 12:49:22.381016,0 days 00:00:29.697312,,,,attentive_featurizer,,378.0,attentive_featurizer,,182.0,,,,0.0018246026119042482,MPNN,137.0,,,AdamW,,,,robust,False,,161.0,FAIL
283,283,,2023-06-23 12:49:33.527111,2023-06-23 12:50:03.232696,0 days 00:00:29.705585,,,,attentive_featurizer,,367.0,attentive_featurizer,,180.0,,,,0.002167669363289423,MPNN,132.0,,,AdamW,,,,robust,False,,159.0,FAIL
284,284,,2023-06-23 12:50:12.452819,2023-06-23 12:50:41.941402,0 days 00:00:29.488583,,,,attentive_featurizer,,384.0,attentive_featurizer,,181.0,,,,0.002113986416527707,MPNN,133.0,,,AdamW,,,,robust,False,,153.0,FAIL
285,285,,2023-06-23 12:50:53.174364,2023-06-23 12:51:22.844492,0 days 00:00:29.670128,,,,attentive_featurizer,,366.0,attentive_featurizer,,185.0,,,,0.002040527893920329,MPNN,126.0,,,AdamW,,,,robust,False,,162.0,FAIL
286,286,,2023-06-23 12:51:32.010795,2023-06-23 12:52:01.747393,0 days 00:00:29.736598,,,,attentive_featurizer,,375.0,attentive_featurizer,,181.0,,,,0.0021429293728761935,MPNN,142.0,,,AdamW,,,,robust,False,,173.0,FAIL
287,287,,2023-06-23 12:52:10.991193,2023-06-23 12:52:40.816075,0 days 00:00:29.824882,,,,attentive_featurizer,,375.0,attentive_featurizer,,184.0,,,,0.002046546902467256,MPNN,129.0,,,AdamW,,,,robust,False,,168.0,FAIL
288,288,,2023-06-23 12:52:52.392599,2023-06-23 12:53:22.112026,0 days 00:00:29.719427,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.002296771922884812,MPNN,132.0,,,AdamW,,,,robust,False,,165.0,FAIL
289,289,,2023-06-23 12:53:33.316172,2023-06-23 12:54:03.002084,0 days 00:00:29.685912,,,,attentive_featurizer,,374.0,attentive_featurizer,,182.0,,,,0.0018837878122892574,MPNN,130.0,,,AdamW,,,,robust,False,,159.0,FAIL
290,290,,2023-06-23 12:54:14.614256,2023-06-23 12:54:44.237536,0 days 00:00:29.623280,,,,attentive_featurizer,,385.0,attentive_featurizer,,181.0,,,,0.002224213116105522,MPNN,135.0,,,AdamW,,,,robust,False,,172.0,FAIL
291,291,,2023-06-23 12:54:55.803659,2023-06-23 12:55:25.541066,0 days 00:00:29.737407,,,,attentive_featurizer,,373.0,attentive_featurizer,,191.0,,,,0.0017963076632200737,MPNN,136.0,,,AdamW,,,,robust,False,,153.0,FAIL
292,292,,2023-06-23 12:55:36.830250,2023-06-23 12:56:06.485489,0 days 00:00:29.655239,,,,attentive_featurizer,,370.0,attentive_featurizer,,192.0,,,,0.0021369186885271747,MPNN,134.0,,,AdamW,,,,robust,False,,163.0,FAIL
293,293,,2023-06-23 12:56:17.675514,2023-06-23 12:56:47.282794,0 days 00:00:29.607280,,,,attentive_featurizer,,373.0,attentive_featurizer,,181.0,,,,0.0019747165257218637,MPNN,131.0,,,AdamW,,,,robust,False,,161.0,FAIL
294,294,,2023-06-23 12:56:58.855964,2023-06-23 12:57:28.590933,0 days 00:00:29.734969,,,,attentive_featurizer,,377.0,attentive_featurizer,,180.0,,,,0.001951764420418127,MPNN,136.0,,,AdamW,,,,robust,False,,162.0,FAIL
295,295,,2023-06-23 12:57:39.752615,2023-06-23 12:58:09.306257,0 days 00:00:29.553642,,,,attentive_featurizer,,374.0,attentive_featurizer,,186.0,,,,0.0025746733355267956,MPNN,128.0,,,AdamW,,,,robust,False,,160.0,FAIL
296,296,,2023-06-23 12:58:20.615364,2023-06-23 12:58:50.670474,0 days 00:00:30.055110,,,,attentive_featurizer,,389.0,attentive_featurizer,,189.0,,,,0.0026306040044395285,MPNN,132.0,,,AdamW,,,,robust,False,,160.0,FAIL
297,297,,2023-06-23 12:59:01.812854,2023-06-23 12:59:31.263793,0 days 00:00:29.450939,,,,attentive_featurizer,,385.0,attentive_featurizer,,181.0,,,,0.002190980176905647,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
298,298,,2023-06-23 12:59:42.415466,2023-06-23 13:00:12.152848,0 days 00:00:29.737382,,,,attentive_featurizer,,384.0,attentive_featurizer,,175.0,,,,0.002327291667182344,MPNN,125.0,,,AdamW,,,,robust,False,,162.0,FAIL
299,299,,2023-06-23 13:00:23.760379,2023-06-23 13:00:54.105742,0 days 00:00:30.345363,,,,attentive_featurizer,,376.0,attentive_featurizer,,180.0,,,,0.001932729521646987,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
300,300,,2023-06-23 13:01:05.436817,2023-06-23 13:01:35.062533,0 days 00:00:29.625716,,,,attentive_featurizer,,377.0,attentive_featurizer,,177.0,,,,0.0022590838323535392,MPNN,130.0,,,AdamW,,,,robust,False,,162.0,FAIL
301,301,,2023-06-23 13:01:46.280780,2023-06-23 13:02:16.122123,0 days 00:00:29.841343,,,,attentive_featurizer,,378.0,attentive_featurizer,,173.0,,,,0.0019292963469691264,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
302,302,,2023-06-23 13:02:27.712680,2023-06-23 13:02:57.571960,0 days 00:00:29.859280,,,,attentive_featurizer,,367.0,attentive_featurizer,,179.0,,,,0.0019109211063606914,MPNN,130.0,,,AdamW,,,,robust,False,,155.0,FAIL
303,303,,2023-06-23 13:03:07.088154,2023-06-23 13:03:36.734342,0 days 00:00:29.646188,,,,attentive_featurizer,,379.0,attentive_featurizer,,178.0,,,,0.002425550940998927,MPNN,135.0,,,AdamW,,,,robust,False,,161.0,FAIL
304,304,,2023-06-23 13:03:47.875175,2023-06-23 13:04:18.088631,0 days 00:00:30.213456,,,,attentive_featurizer,,370.0,attentive_featurizer,,179.0,,,,0.0022306215935171143,MPNN,133.0,,,AdamW,,,,robust,False,,160.0,FAIL
305,305,,2023-06-23 13:04:27.578277,2023-06-23 13:04:57.127363,0 days 00:00:29.549086,,,,attentive_featurizer,,381.0,attentive_featurizer,,180.0,,,,0.0021447668485164197,MPNN,135.0,,,AdamW,,,,robust,False,,158.0,FAIL
306,306,,2023-06-23 13:05:08.270417,2023-06-23 13:05:37.857801,0 days 00:00:29.587384,,,,attentive_featurizer,,389.0,attentive_featurizer,,175.0,,,,0.002597887984407545,MPNN,133.0,,,AdamW,,,,robust,False,,157.0,FAIL
307,307,,2023-06-23 13:05:49.045578,2023-06-23 13:06:18.861962,0 days 00:00:29.816384,,,,attentive_featurizer,,375.0,attentive_featurizer,,184.0,,,,0.002182548274386931,MPNN,132.0,,,AdamW,,,,robust,False,,153.0,FAIL
308,308,,2023-06-23 13:06:30.123328,2023-06-23 13:06:59.837429,0 days 00:00:29.714101,,,,attentive_featurizer,,369.0,attentive_featurizer,,177.0,,,,0.0021337091967770705,MPNN,122.0,,,AdamW,,,,robust,False,,156.0,FAIL
309,309,,2023-06-23 13:07:09.077579,2023-06-23 13:07:38.736026,0 days 00:00:29.658447,,,,attentive_featurizer,,372.0,attentive_featurizer,,183.0,,,,0.002133070184917603,MPNN,133.0,,,AdamW,,,,robust,False,,156.0,FAIL
310,310,,2023-06-23 13:07:49.892810,2023-06-23 13:08:19.455330,0 days 00:00:29.562520,,,,attentive_featurizer,,383.0,attentive_featurizer,,182.0,,,,0.0020042803307355707,MPNN,130.0,,,AdamW,,,,robust,False,,158.0,FAIL
311,311,,2023-06-23 13:08:30.644482,2023-06-23 13:09:00.432835,0 days 00:00:29.788353,,,,attentive_featurizer,,336.0,attentive_featurizer,,181.0,,,,0.0024002860568745257,MPNN,136.0,,,AdamW,,,,robust,False,,168.0,FAIL
312,312,,2023-06-23 13:09:09.602865,2023-06-23 13:09:39.408619,0 days 00:00:29.805754,,,,attentive_featurizer,,384.0,attentive_featurizer,,181.0,,,,0.002854547252800993,MPNN,143.0,,,AdamW,,,,robust,False,,171.0,FAIL
313,313,,2023-06-23 13:09:50.702574,2023-06-23 13:10:20.341254,0 days 00:00:29.638680,,,,attentive_featurizer,,384.0,attentive_featurizer,,180.0,,,,0.0018792848067739377,MPNN,138.0,,,AdamW,,,,robust,False,,169.0,FAIL
314,314,,2023-06-23 13:10:31.932015,2023-06-23 13:11:01.354253,0 days 00:00:29.422238,,,,attentive_featurizer,,381.0,attentive_featurizer,,181.0,,,,0.0021807539206480774,MPNN,133.0,,,AdamW,,,,robust,False,,159.0,FAIL
315,315,,2023-06-23 13:11:12.888024,2023-06-23 13:11:42.447359,0 days 00:00:29.559335,,,,attentive_featurizer,,379.0,attentive_featurizer,,181.0,,,,0.002001266290337741,MPNN,133.0,,,AdamW,,,,robust,False,,159.0,FAIL
316,316,,2023-06-23 13:11:54.054967,2023-06-23 13:12:23.790918,0 days 00:00:29.735951,,,,attentive_featurizer,,381.0,attentive_featurizer,,174.0,,,,0.0025163216979673365,MPNN,133.0,,,AdamW,,,,robust,False,,160.0,FAIL
